id,date,hour,flag,raw_data
392,2017-05-24,09,21,fc000105210bb8b21c
392,2017-05-24,09,20,fc000105200ba6001c
392,2017-05-24,09,20,fc000105200ba6001c
392,2017-05-24,09,21,fc000105210ba5a51c
392,2017-05-24,09,21,fc000105210ba5a51c
392,2017-05-24,09,20,fc000105200bbe021d
392,2017-05-24,09,20,fc000105200bbe021d
392,2017-05-24,09,21,fc000105210baec21c
392,2017-05-24,09,21,fc000105210baec21c
392,2017-05-24,09,20,fc000105200ba8011c
392,2017-05-24,09,20,fc000105200ba8011c
392,2017-05-24,10,21,fc000105210baeff1a
392,2017-05-24,10,21,fc000105210baeff1a
392,2017-05-24,10,20,fc000105200bb8021a
392,2017-05-24,10,20,fc000105200bb8021a
392,2017-05-24,10,21,fc000105210bb0ad18
392,2017-05-24,10,21,fc000105210bb0ad18
392,2017-05-24,10,20,fc000105200bbe0018
392,2017-05-24,10,20,fc000105200bbe0018
392,2017-05-24,10,21,fc000105210baeff17
392,2017-05-24,10,21,fc000105210baeff17
392,2017-05-24,11,20,fc000105200bb60017
392,2017-05-24,11,20,fc000105200bb60017
392,2017-05-24,11,21,fc000105210bb2ff16
392,2017-05-24,11,21,fc000105210bb2ff16
392,2017-05-24,12,20,fc000105200bb60016
392,2017-05-24,12,20,fc000105200bb60016
392,2017-05-24,12,21,fc000105210bb0ff16
392,2017-05-24,13,20,fc000105200bae0016
392,2017-05-24,13,20,fc000105200bae0016
392,2017-05-24,13,21,fc000105210bb0ff16
392,2017-05-24,13,21,fc000105210bb0ff16
392,2017-05-24,13,20,fc000105200bac0016
392,2017-05-24,13,20,fc000105200bac0016
392,2017-05-24,13,21,fc000105210bbaff16
392,2017-05-24,13,21,fc000105210bbaff16
392,2017-05-24,13,20,fc000105200b9b0016
392,2017-05-24,13,20,fc000105200b9b0016
392,2017-05-24,19,21,fc000105210ba1ff15
392,2017-05-24,19,21,fc000105210ba1ff15
392,2017-05-24,19,20,fc000105200b9d0016
392,2017-05-24,19,20,fc000105200b9d0016
392,2017-05-24,23,02,fc000105020b9f001b
392,2017-05-25,05,02,fc000105020b9b001d
392,2017-05-25,05,02,fc000105020b9b001d
392,2017-05-25,05,02,fc000105020baa001d
392,2017-05-25,05,02,fc000105020baa001d
392,2017-05-25,05,02,fc000105020bb6001d
392,2017-05-25,05,02,fc000105020bb0001d
392,2017-05-25,05,02,fc000105020bb4001e
392,2017-05-25,05,02,fc000105020bb4001e
392,2017-05-25,05,22,fc000105220baa001a
392,2017-05-25,05,22,fc000105220baa001a
392,2017-05-25,05,21,fc000105210bb2ff19
392,2017-05-25,05,21,fc000105210bb2ff19
392,2017-05-25,05,02,fc000105020ba8001d
392,2017-05-25,05,02,fc000105020ba8001d
392,2017-05-25,05,22,fc000105220ba8001a
392,2017-05-25,05,22,fc000105220ba8001a
392,2017-05-25,05,21,fc000105210b9dff19
392,2017-05-25,05,21,fc000105210b9dff19
392,2017-05-25,05,23,fc000105230b9dff19
392,2017-05-25,05,23,fc000105230b9dff19
392,2017-05-25,05,23,fc000105230b95ff1a
392,2017-05-25,05,23,fc000105230b95ff1a
392,2017-05-25,05,23,fc000105230b9fff1a
392,2017-05-25,05,23,fc000105230b95ff1a
392,2017-05-25,05,23,fc000105230bacff1a
392,2017-05-25,05,23,fc000105230bacff1a
392,2017-05-25,05,02,fc000105020ba6001e
392,2017-05-25,05,02,fc000105020ba6001e
392,2017-05-25,05,02,fc000105020ba6001e
392,2017-05-25,05,02,fc000105020ba6001e
392,2017-05-25,05,02,fc000105020ba8001e
392,2017-05-25,05,02,fc000105020ba8001e
392,2017-05-25,05,02,fc000105020bac001f
392,2017-05-25,05,02,fc000105020b81001f
392,2017-05-25,05,02,fc000105020ba5001f
392,2017-05-25,05,02,fc000105020ba5001f
392,2017-05-25,05,22,fc000105220b99001b
392,2017-05-25,05,22,fc000105220b99001b
395,2017-05-25,08,23,fc000105230bac4d1c
395,2017-05-25,08,23,fc000105230bac4d1c
392,2017-05-26,05,22,fc000105220b99001b
392,2017-05-26,05,22,fc000105220b99001b
395,2017-05-26,08,23,fc000105230b9f521d
395,2017-05-26,08,23,fc000105230b9f521d
392,2017-05-27,05,22,fc000105220baa0019
392,2017-05-27,05,22,fc000105220baa0019
395,2017-05-27,08,23,fc000105230ba3521c
395,2017-05-27,08,23,fc000105230ba3521c
392,2017-05-28,05,22,fc000105220b9f001a
392,2017-05-28,05,22,fc000105220b9f001a
395,2017-05-28,08,23,fc000105230ba6521d
395,2017-05-28,08,23,fc000105230ba6521d
392,2017-05-29,05,22,fc000105220ba6001a
392,2017-05-29,05,22,fc000105220ba6001a
395,2017-05-29,08,23,fc000105230ba1521c
395,2017-05-29,08,23,fc000105230ba1521c
392,2017-05-30,05,22,fc000105220bb0001a
392,2017-05-30,05,22,fc000105220bb0001a
395,2017-05-30,08,23,fc000105230b8d521c
395,2017-05-30,08,23,fc000105230b8d521c
392,2017-05-31,05,22,fc000105220bb0001a
392,2017-05-31,05,22,fc000105220bb0001a
395,2017-05-31,06,02,fc000105020b8f0021
395,2017-05-31,06,02,fc000105020b850022
395,2017-05-31,06,02,fc000105020b850022
395,2017-05-31,06,02,fc000105020b8f0022
395,2017-05-31,06,02,fc000105020b8f0022
395,2017-05-31,06,22,fc000105220b9f001f
395,2017-05-31,06,22,fc000105220b9f001f
395,2017-05-31,06,02,fc000105020b990023
395,2017-05-31,06,02,fc000105020b990023
395,2017-05-31,06,22,fc000105220b93001f
395,2017-05-31,06,22,fc000105220b93001f
395,2017-05-31,06,02,fc000105020b930023
395,2017-05-31,06,02,fc000105020b930023
395,2017-05-31,06,22,fc000105220b710020
395,2017-05-31,06,22,fc000105220b710020
395,2017-05-31,06,02,fc000105020b7dff24
395,2017-05-31,06,02,fc000105020b7dff24
395,2017-05-31,06,22,fc000105220b870020
395,2017-05-31,06,22,fc000105220b870020
395,2017-05-31,06,02,fc000105020b7f0024
395,2017-05-31,06,02,fc000105020b7f0024
395,2017-05-31,06,02,fc000105020b790024
395,2017-05-31,06,02,fc000105020b790024
395,2017-05-31,06,22,fc000105220b970020
395,2017-05-31,06,22,fc000105220b970020
395,2017-05-31,07,21,fc000105210b9bff1e
395,2017-05-31,07,21,fc000105210b9bff1e
392,2017-06-01,05,22,fc000105220b9f0019
392,2017-06-01,05,22,fc000105220b9f0019
395,2017-06-01,06,23,fc000105230b9dff1c
395,2017-06-01,06,23,fc000105230b9dff1c
392,2017-06-02,05,22,fc000105220bb00019
392,2017-06-02,05,22,fc000105220bb00019
395,2017-06-02,06,23,fc000105230b99ff1d
395,2017-06-02,06,23,fc000105230b99ff1d
392,2017-06-03,05,22,fc000105220bb40019
392,2017-06-03,05,22,fc000105220bb40019
395,2017-06-03,06,23,fc000105230b8dff1d
395,2017-06-03,06,23,fc000105230b8dff1d
392,2017-06-04,05,22,fc000105220ba6001a
392,2017-06-04,05,22,fc000105220ba6001a
395,2017-06-04,06,23,fc000105230ba1ff1c
395,2017-06-04,06,23,fc000105230ba1ff1c
395,2017-06-04,07,20,fc000105200b9f001c
395,2017-06-04,07,20,fc000105200b9f001c
392,2017-06-05,05,22,fc000105220bba0018
395,2017-06-05,06,22,fc000105220b9f0a1d
395,2017-06-05,06,22,fc000105220b9f0a1d
395,2017-06-05,10,21,fc000105210ba5ff1d
395,2017-06-05,10,21,fc000105210ba5ff1d
395,2017-06-06,04,02,fc000105020b7d0020
395,2017-06-06,04,02,fc000105020b7d0020
395,2017-06-06,04,02,fc000105020b870021
395,2017-06-06,04,02,fc000105020bae0021
395,2017-06-06,04,02,fc000105020bae0021
395,2017-06-06,04,02,fc000105020b990022
395,2017-06-06,04,02,fc000105020b990022
395,2017-06-06,04,02,fc000105020b870022
395,2017-06-06,04,02,fc000105020b870022
395,2017-06-06,04,02,fc000105020b810022
395,2017-06-06,04,02,fc000105020b910022
395,2017-06-06,04,02,fc000105020b910022
395,2017-06-06,04,02,fc000105020b810023
395,2017-06-06,04,02,fc000105020b930023
395,2017-06-06,04,02,fc000105020b930023
395,2017-06-06,04,02,fc000105020b910023
395,2017-06-06,04,02,fc000105020b910023
395,2017-06-06,04,02,fc000105020b9b0023
395,2017-06-06,04,02,fc000105020b9b0023
395,2017-06-06,04,22,fc000105220b8f001f
395,2017-06-06,04,22,fc000105220b8f001f
395,2017-06-06,04,21,fc000105210b9b221e
395,2017-06-06,04,21,fc000105210b9b221e
392,2017-06-06,05,22,fc000105220bb00019
392,2017-06-06,05,22,fc000105220bb00019
395,2017-06-06,05,02,fc000105020b9f0021
395,2017-06-06,05,02,fc000105020b930022
395,2017-06-06,05,02,fc000105020b930022
395,2017-06-06,05,02,fc000105020b930022
395,2017-06-06,05,02,fc000105020b930022
395,2017-06-06,05,02,fc000105020b790023
395,2017-06-06,05,02,fc000105020b790023
395,2017-06-06,05,02,fc000105020b9b0023
395,2017-06-06,05,02,fc000105020b9b0023
395,2017-06-06,05,02,fc000105020b850024
395,2017-06-06,05,02,fc000105020b8f0024
395,2017-06-06,05,02,fc000105020b8f0024
395,2017-06-06,05,02,fc000105020b830024
395,2017-06-06,05,02,fc000105020b770025
395,2017-06-06,05,02,fc000105020b770025
395,2017-06-06,05,22,fc000105220b8f0021
395,2017-06-06,05,22,fc000105220b8f0021
395,2017-06-06,05,02,fc000105020b830025
395,2017-06-06,05,02,fc000105020b830025
395,2017-06-06,05,02,fc000105020b8f0026
395,2017-06-06,05,02,fc000105020b8f0026
395,2017-06-06,05,22,fc000105220b710022
395,2017-06-06,05,22,fc000105220b710022
395,2017-06-06,05,21,fc000105210b715922
395,2017-06-06,05,21,fc000105210b715922
395,2017-06-06,05,02,fc000105020b8b0026
395,2017-06-06,05,02,fc000105020b8d0026
395,2017-06-06,05,02,fc000105020b8d0026
395,2017-06-06,05,22,fc000105220b710022
395,2017-06-06,05,22,fc000105220b710022
395,2017-06-06,05,02,fc000105020b7d0027
395,2017-06-06,05,02,fc000105020b7d0027
395,2017-06-06,05,02,fc000105020b6f0027
395,2017-06-06,05,02,fc000105020b6f0027
395,2017-06-06,05,02,fc000105020b690027
395,2017-06-06,05,02,fc000105020b690027
395,2017-06-06,05,02,fc000105020b510027
395,2017-06-06,05,02,fc000105020b510027
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,22,fc000105220b810024
395,2017-06-06,05,22,fc000105220b810024
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,22,fc000105220b650024
395,2017-06-06,05,22,fc000105220b650024
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,02,fc000105020b770028
395,2017-06-06,05,02,fc000105020b6f0028
395,2017-06-06,05,02,fc000105020b790028
395,2017-06-06,05,02,fc000105020b790028
395,2017-06-06,05,02,fc000105020b770028
395,2017-06-06,05,02,fc000105020b770028
395,2017-06-06,05,22,fc000105220b710024
395,2017-06-06,05,22,fc000105220b710024
395,2017-06-06,05,02,fc000105020b7d0328
395,2017-06-06,05,02,fc000105020b7d0328
395,2017-06-06,05,02,fc000105020b6b0028
395,2017-06-06,05,02,fc000105020b6b0028
395,2017-06-06,05,02,fc000105020b6f0029
395,2017-06-06,05,02,fc000105020b6f0029
395,2017-06-06,05,22,fc000105220b5f0025
395,2017-06-06,05,22,fc000105220b5f0025
395,2017-06-06,05,21,fc000105210b533b22
392,2017-06-07,05,22,fc000105220ba10018
392,2017-06-07,05,22,fc000105220ba10018
395,2017-06-07,06,02,fc000105020b850022
395,2017-06-07,06,02,fc000105020b770022
395,2017-06-07,06,02,fc000105020b850022
395,2017-06-07,06,02,fc000105020b810022
395,2017-06-07,06,02,fc000105020b8b0022
395,2017-06-07,06,02,fc000105020b8b0022
395,2017-06-07,06,02,fc000105020b870022
395,2017-06-07,06,02,fc000105020b870022
395,2017-06-07,06,02,fc000105020b7f0023
395,2017-06-07,06,22,fc000105220b9d001f
395,2017-06-07,07,02,fc000105020b910023
395,2017-06-07,07,02,fc000105020b910023
395,2017-06-07,07,22,fc000105220b91001f
395,2017-06-07,07,22,fc000105220b91001f
395,2017-06-07,07,02,fc000105020b9d0022
395,2017-06-07,07,02,fc000105020b9d0022
395,2017-06-07,07,22,fc000105220b77001f
395,2017-06-07,07,22,fc000105220b77001f
395,2017-06-07,07,21,fc000105210b91221e
395,2017-06-07,07,21,fc000105210b91221e
395,2017-06-07,07,20,fc000105200b7f001e
395,2017-06-07,07,20,fc000105200b7f001e
395,2017-06-07,07,21,fc000105210b8f1b1e
395,2017-06-07,07,21,fc000105210b8f1b1e
395,2017-06-07,07,20,fc000105200b930d1e
395,2017-06-07,07,21,fc000105210b7d2f1e
395,2017-06-07,07,21,fc000105210b7d2f1e
395,2017-06-07,08,20,fc000105200b9f021e
395,2017-06-07,08,20,fc000105200b9f021e
395,2017-06-07,08,21,fc000105210b97191e
395,2017-06-07,08,21,fc000105210b97191e
395,2017-06-07,08,20,fc000105200b93021e
395,2017-06-07,08,20,fc000105200b93021e
395,2017-06-08,02,21,fc000105210ba5401c
395,2017-06-08,02,21,fc000105210ba5401c
395,2017-06-08,02,20,fc000105200ba6121d
395,2017-06-08,02,20,fc000105200ba6121d
395,2017-06-08,02,21,fc000105210bae231d
395,2017-06-08,02,21,fc000105210bae231d
395,2017-06-08,02,20,fc000105200b8f121d
395,2017-06-08,02,20,fc000105200b8f121d
395,2017-06-08,02,21,fc000105210baaff1e
395,2017-06-08,02,21,fc000105210baaff1e
395,2017-06-08,02,20,fc000105200ba6121e
395,2017-06-08,02,20,fc000105200ba6121e
395,2017-06-08,02,21,fc000105210ba65a1e
395,2017-06-08,02,21,fc000105210ba65a1e
395,2017-06-08,02,20,fc000105200ba6111e
395,2017-06-08,02,20,fc000105200ba6111e
395,2017-06-08,02,21,fc000105210b9f8d1f
395,2017-06-08,02,21,fc000105210b9f8d1f
395,2017-06-08,02,20,fc000105200b930c1f
395,2017-06-08,02,20,fc000105200b930c1f
395,2017-06-08,02,21,fc000105210bae2b1f
395,2017-06-08,02,21,fc000105210bae2b1f
395,2017-06-08,02,20,fc000105200b8f0d1f
395,2017-06-08,02,20,fc000105200b8f0d1f
395,2017-06-08,03,21,fc000105210b9f441f
395,2017-06-08,03,21,fc000105210b9f441f
395,2017-06-08,03,20,fc000105200b990a1f
395,2017-06-08,03,20,fc000105200b990a1f
395,2017-06-08,03,21,fc000105210b9d111f
395,2017-06-08,03,21,fc000105210b9d111f
395,2017-06-08,03,20,fc000105200b910a1f
395,2017-06-08,03,20,fc000105200b910a1f
395,2017-06-08,03,21,fc000105210b9d2a1f
395,2017-06-08,03,21,fc000105210b9d2a1f
395,2017-06-08,03,20,fc000105200b8b091f
395,2017-06-08,03,20,fc000105200b8b091f
395,2017-06-08,03,21,fc000105210b974e1f
395,2017-06-08,03,21,fc000105210b974e1f
395,2017-06-08,03,20,fc000105200b95091f
395,2017-06-08,03,20,fc000105200b95091f
395,2017-06-08,03,21,fc000105210ba3141f
395,2017-06-08,03,21,fc000105210ba3141f
395,2017-06-08,03,20,fc000105200b890c20
395,2017-06-08,03,20,fc000105200b890c20
395,2017-06-08,03,21,fc000105210b8f701f
395,2017-06-08,03,21,fc000105210b8f701f
395,2017-06-08,03,20,fc000105200baa081f
395,2017-06-08,03,20,fc000105200baa081f
395,2017-06-08,03,21,fc000105210b9f541f
395,2017-06-08,03,21,fc000105210b9f541f
395,2017-06-08,03,20,fc000105200b77081f
395,2017-06-08,03,20,fc000105200b77081f
395,2017-06-08,03,21,fc000105210b99251f
395,2017-06-08,03,21,fc000105210b99251f
395,2017-06-08,03,20,fc000105200bae0a1f
395,2017-06-08,03,20,fc000105200bae0a1f
395,2017-06-08,03,21,fc000105210b9b1b1f
395,2017-06-08,03,21,fc000105210b9b1b1f
395,2017-06-08,03,20,fc000105200b8f121f
395,2017-06-08,03,20,fc000105200b8f121f
395,2017-06-08,03,21,fc000105210b93411f
395,2017-06-08,03,21,fc000105210b93411f
395,2017-06-08,03,20,fc000105200b9f071f
395,2017-06-08,03,20,fc000105200b9f071f
395,2017-06-08,04,21,fc000105210b991f1d
395,2017-06-08,04,21,fc000105210b991f1d
395,2017-06-08,04,20,fc000105200b9b071d
395,2017-06-08,04,20,fc000105200b9b071d
392,2017-06-08,05,22,fc000105220bb00019
392,2017-06-08,05,22,fc000105220bb00019
395,2017-06-08,05,21,fc000105210b9d2d1d
395,2017-06-08,05,21,fc000105210b9d2d1d
395,2017-06-08,05,20,fc000105200b9f041d
395,2017-06-08,05,20,fc000105200b9f041d
395,2017-06-08,06,21,fc000105210b9d1e1d
395,2017-06-08,06,21,fc000105210b9d1e1d
395,2017-06-08,06,20,fc000105200b9f061d
395,2017-06-08,06,20,fc000105200b9f061d
395,2017-06-08,07,22,fc000105220b91081c
395,2017-06-08,07,22,fc000105220b91081c
392,2017-06-09,05,22,fc000105220ba30019
392,2017-06-09,05,22,fc000105220ba30019
395,2017-06-09,07,22,fc000105220b9b021b
395,2017-06-09,07,22,fc000105220b9b021b
395,2017-06-10,02,21,fc000105210ba6ff1a
395,2017-06-10,02,21,fc000105210ba6ff1a
392,2017-06-10,05,22,fc000105220b9d001c
392,2017-06-10,05,22,fc000105220b9d001c
395,2017-06-10,07,23,fc000105230b99ff1b
395,2017-06-10,07,23,fc000105230b99ff1b
392,2017-06-11,05,22,fc000105220ba8001d
395,2017-06-11,07,23,fc000105230ba3ff1b
395,2017-06-11,07,23,fc000105230ba3ff1b
392,2017-06-12,05,22,fc000105220ba60019
392,2017-06-12,05,22,fc000105220ba60019
395,2017-06-12,07,23,fc000105230b9fff1d
395,2017-06-12,07,23,fc000105230b9fff1d
392,2017-06-13,05,22,fc000105220b990018
392,2017-06-13,05,22,fc000105220b990018
395,2017-06-13,07,23,fc000105230b8fff1c
395,2017-06-13,07,23,fc000105230b8fff1c
392,2017-06-14,05,22,fc000105220bb8001a
392,2017-06-14,05,22,fc000105220bb8001a
393,2017-06-14,06,20,fc000105200b83001d
393,2017-06-14,07,20,fc000105200b7b001d
393,2017-06-14,07,21,fc000105210b93331d
390,2017-06-14,07,21,fc000105210b99ff19
390,2017-06-14,08,20,fc000105200b9f171b
390,2017-06-14,08,20,fc000105200b9f171b
390,2017-06-14,08,21,fc000105210b971e1b
390,2017-06-14,08,21,fc000105210b971e1b
390,2017-06-14,08,20,fc000105200b85001b
390,2017-06-14,08,20,fc000105200b85001b
393,2017-06-14,08,20,fc000105200b7d011e
390,2017-06-14,09,21,fc000105210b83ff19
390,2017-06-14,09,21,fc000105210b83ff19
393,2017-06-14,09,20,fc000105200b87011c
390,2017-06-14,09,20,fc000105200b89001a
390,2017-06-14,09,20,fc000105200b89001a
393,2017-06-14,10,20,fc000105200b95021c
390,2017-06-14,10,21,fc000105210b7bff19
390,2017-06-14,10,20,fc000105200ba30019
390,2017-06-14,10,20,fc000105200ba30019
393,2017-06-14,11,20,fc000105200b8f001d
393,2017-06-14,11,20,fc000105200b8f001d
390,2017-06-14,12,21,fc000105210b9d1719
390,2017-06-14,12,20,fc000105200ba50a19
393,2017-06-14,12,20,fc000105200b8f011d
393,2017-06-14,12,20,fc000105200b8f011d
393,2017-06-14,13,20,fc000105200b85001d
390,2017-06-14,13,21,fc000105210b991f1a
390,2017-06-14,14,20,fc000105200b93001a
390,2017-06-14,14,20,fc000105200b93001a
394,2017-05-24,11,60,aa00310960000001da
390,2017-06-14,22,02,fc000105020ba5001d
390,2017-06-14,22,02,fc000105020ba5001d
390,2017-06-14,22,22,fc000105220b970019
390,2017-06-14,22,22,fc000105220b970019
390,2017-06-14,22,02,fc000105020b8b001e
390,2017-06-14,22,02,fc000105020b97001e
390,2017-06-14,22,02,fc000105020b97001e
390,2017-06-14,22,02,fc000105020b87001e
390,2017-06-14,22,02,fc000105020b87001e
390,2017-06-14,22,22,fc000105220b87001a
390,2017-06-14,22,22,fc000105220b87001a
397,2017-06-14,23,20,fc000105200b81001a
397,2017-06-14,23,20,fc000105200b81001a
390,2017-06-14,23,21,fc000105210b738619
390,2017-06-14,23,21,fc000105210b738619
397,2017-06-14,23,21,fc000105210b7dff1a
397,2017-06-14,23,21,fc000105210b7dff1a
397,2017-06-14,23,20,fc000105200b77001a
397,2017-06-14,23,20,fc000105200b77001a
397,2017-06-14,23,21,fc000105210b75ff1a
397,2017-06-14,23,21,fc000105210b75ff1a
397,2017-06-15,00,20,fc000105200b81001a
397,2017-06-15,00,20,fc000105200b81001a
397,2017-06-15,00,21,fc000105210b87b51a
397,2017-06-15,00,21,fc000105210b87b51a
397,2017-06-15,00,20,fc000105200b8f001a
397,2017-06-15,00,20,fc000105200b8f001a
397,2017-06-15,00,21,fc000105210b71391a
397,2017-06-15,00,20,fc000105200b77001a
397,2017-06-15,00,20,fc000105200b77001a
393,2017-06-15,00,21,fc000105210bac2f19
393,2017-06-15,00,21,fc000105210bac2f19
393,2017-06-15,00,20,fc000105200ba10019
397,2017-06-15,00,20,fc000105200b8b001b
393,2017-06-15,00,20,fc000105200ba10019
397,2017-06-15,00,20,fc000105200b8b001b
390,2017-06-15,00,20,fc000105200b9b0019
390,2017-06-15,00,20,fc000105200b9b0019
393,2017-06-15,00,21,fc000105210b91ff19
393,2017-06-15,00,21,fc000105210b91ff19
393,2017-06-15,00,20,fc000105200ba80019
393,2017-06-15,00,20,fc000105200ba80019
397,2017-06-15,00,21,fc000105210b8b801b
397,2017-06-15,00,20,fc000105200b71001b
397,2017-06-15,00,20,fc000105200b71001b
394,2017-06-15,00,20,fc000105200b97051c
394,2017-06-15,00,20,fc000105200b97051c
390,2017-06-15,00,21,fc000105210b9bf019
390,2017-06-15,00,21,fc000105210b9bf019
397,2017-06-15,00,21,fc000105210b679f1b
397,2017-06-15,00,21,fc000105210b679f1b
390,2017-06-15,00,20,fc000105200b8b0019
390,2017-06-15,00,20,fc000105200b8b0019
397,2017-06-15,00,20,fc000105200b89001b
397,2017-06-15,00,20,fc000105200b89001b
393,2017-06-15,00,20,fc000105200baa001a
393,2017-06-15,00,20,fc000105200baa001a
393,2017-06-15,01,21,fc000105210b91381a
393,2017-06-15,01,21,fc000105210b91381a
397,2017-06-15,01,21,fc000105210b79ff1b
390,2017-06-15,01,21,fc000105210b8fbe19
390,2017-06-15,01,20,fc000105200b830019
390,2017-06-15,01,20,fc000105200b830019
397,2017-06-15,01,20,fc000105200b7f131a
397,2017-06-15,01,20,fc000105200b7f131a
390,2017-06-15,01,21,fc000105210b83c619
397,2017-06-15,01,21,fc000105210b8fff1a
397,2017-06-15,01,21,fc000105210b8fff1a
397,2017-06-15,01,20,fc000105200b8b001b
397,2017-06-15,01,20,fc000105200b8b001b
390,2017-06-15,01,20,fc000105200b91001a
390,2017-06-15,01,20,fc000105200b91001a
397,2017-06-15,01,21,fc000105210b75d81b
390,2017-06-15,01,21,fc000105210b8fd21a
