id,time,data
0000000000000392,2017-05-24 09:39:45,fc000105200bbe021d
0000000000000392,2017-05-24 09:39:48,fc000105200bbe021d
0000000000000392,2017-05-24 09:46:15,fc000105210baec21c
0000000000000392,2017-05-24 09:46:18,fc000105210baec21c
0000000000000392,2017-05-24 09:51:42,fc000105200ba8011c
0000000000000392,2017-05-24 09:51:45,fc000105200ba8011c
0000000000000392,2017-05-24 10:19:24,fc000105210baeff1a
0000000000000392,2017-05-24 10:19:27,fc000105210baeff1a
0000000000000392,2017-05-24 10:22:57,fc000105200bb8021a
0000000000000392,2017-05-24 10:23:00,fc000105200bb8021a
0000000000000392,2017-05-24 10:36:00,fc000105210bb0ad18
0000000000000392,2017-05-24 10:36:03,fc000105210bb0ad18
0000000000000392,2017-05-24 10:38:39,fc000105200bbe0018
0000000000000392,2017-05-24 10:38:42,fc000105200bbe0018
0000000000000392,2017-05-24 10:55:06,fc000105210baeff17
0000000000000392,2017-05-24 10:55:09,fc000105210baeff17
0000000000000392,2017-05-24 11:22:33,fc000105200bb60017
0000000000000392,2017-05-24 11:22:36,fc000105200bb60017
0000000000000392,2017-05-24 11:57:51,fc000105210bb2ff16
0000000000000392,2017-05-24 11:57:55,fc000105210bb2ff16
0000000000000392,2017-05-24 12:53:00,fc000105200bb60016
0000000000000392,2017-05-24 12:53:04,fc000105200bb60016
0000000000000392,2017-05-24 12:53:39,fc000105210bb0ff16
0000000000000392,2017-05-24 13:03:39,fc000105200bae0016
0000000000000392,2017-05-24 13:03:43,fc000105200bae0016
0000000000000392,2017-05-24 13:32:54,fc000105210bb0ff16
0000000000000392,2017-05-24 13:32:58,fc000105210bb0ff16
0000000000000392,2017-05-24 13:37:54,fc000105200bac0016
0000000000000392,2017-05-24 13:37:58,fc000105200bac0016
0000000000000392,2017-05-24 13:41:33,fc000105210bbaff16
0000000000000392,2017-05-24 13:41:37,fc000105210bbaff16
0000000000000392,2017-05-24 13:58:48,fc000105200b9b0016
0000000000000392,2017-05-24 13:58:52,fc000105200b9b0016
0000000000000392,2017-05-24 19:53:16,fc000105210ba1ff15
0000000000000392,2017-05-24 19:53:19,fc000105210ba1ff15
0000000000000392,2017-05-24 19:53:40,fc000105200b9d0016
0000000000000392,2017-05-24 19:53:43,fc000105200b9d0016
0000000000000392,2017-05-24 23:56:34,fc000105020b9f001b
0000000000000392,2017-05-25 05:04:13,fc000105020b9b001d
0000000000000392,2017-05-25 05:04:16,fc000105020b9b001d
0000000000000392,2017-05-25 05:04:24,fc000105020baa001d
0000000000000392,2017-05-25 05:04:27,fc000105020baa001d
0000000000000392,2017-05-25 05:10:06,fc000105020bb6001d
0000000000000392,2017-05-25 05:10:11,fc000105020bb0001d
0000000000000392,2017-05-25 05:10:41,fc000105020bb4001e
0000000000000392,2017-05-25 05:10:44,fc000105020bb4001e
0000000000000392,2017-05-25 05:11:01,fc000105220baa001a
0000000000000392,2017-05-25 05:11:04,fc000105220baa001a
0000000000000392,2017-05-25 05:15:40,fc000105210bb2ff19
0000000000000392,2017-05-25 05:15:44,fc000105210bb2ff19
0000000000000392,2017-05-25 05:20:32,fc000105020ba8001d
0000000000000392,2017-05-25 05:20:36,fc000105020ba8001d
0000000000000392,2017-05-25 05:20:52,fc000105220ba8001a
0000000000000392,2017-05-25 05:20:56,fc000105220ba8001a
0000000000000392,2017-05-25 05:21:35,fc000105210b9dff19
0000000000000392,2017-05-25 05:21:38,fc000105210b9dff19
0000000000000392,2017-05-25 05:21:46,fc000105230b9dff19
0000000000000392,2017-05-25 05:21:49,fc000105230b9dff19
0000000000000392,2017-05-25 05:21:56,fc000105230b95ff1a
0000000000000392,2017-05-25 05:21:59,fc000105230b95ff1a
0000000000000392,2017-05-25 05:22:10,fc000105230b9fff1a
0000000000000392,2017-05-25 05:22:16,fc000105230b95ff1a
0000000000000392,2017-05-25 05:22:26,fc000105230bacff1a
0000000000000392,2017-05-25 05:22:29,fc000105230bacff1a
0000000000000392,2017-05-25 05:22:41,fc000105020ba6001e
0000000000000392,2017-05-25 05:22:44,fc000105020ba6001e
0000000000000392,2017-05-25 05:24:35,fc000105020ba6001e
0000000000000392,2017-05-25 05:24:38,fc000105020ba6001e
0000000000000392,2017-05-25 05:24:58,fc000105020ba8001e
0000000000000392,2017-05-25 05:25:01,fc000105020ba8001e
0000000000000392,2017-05-25 05:25:22,fc000105020bac001f
0000000000000392,2017-05-25 05:25:37,fc000105020b81001f
0000000000000392,2017-05-25 05:25:43,fc000105020ba5001f
0000000000000392,2017-05-25 05:25:46,fc000105020ba5001f
0000000000000392,2017-05-25 05:26:03,fc000105220b99001b
0000000000000392,2017-05-25 05:26:06,fc000105220b99001b
0000000000000395,2017-05-25 08:32:04,fc000105230bac4d1c
0000000000000395,2017-05-25 08:32:08,fc000105230bac4d1c
0000000000000392,2017-05-26 05:25:41,fc000105220b99001b
0000000000000392,2017-05-26 05:25:44,fc000105220b99001b
0000000000000395,2017-05-26 08:32:03,fc000105230b9f521d
0000000000000395,2017-05-26 08:32:06,fc000105230b9f521d
0000000000000392,2017-05-27 05:25:39,fc000105220baa0019
0000000000000392,2017-05-27 05:25:43,fc000105220baa0019
0000000000000395,2017-05-27 08:32:01,fc000105230ba3521c
0000000000000395,2017-05-27 08:32:05,fc000105230ba3521c
0000000000000392,2017-05-28 05:25:38,fc000105220b9f001a
0000000000000392,2017-05-28 05:25:41,fc000105220b9f001a
0000000000000395,2017-05-28 08:32:00,fc000105230ba6521d
0000000000000395,2017-05-28 08:32:03,fc000105230ba6521d
0000000000000392,2017-05-29 05:25:36,fc000105220ba6001a
0000000000000392,2017-05-29 05:25:40,fc000105220ba6001a
0000000000000395,2017-05-29 08:32:07,fc000105230ba1521c
0000000000000395,2017-05-29 08:32:10,fc000105230ba1521c
0000000000000392,2017-05-30 05:25:43,fc000105220bb0001a
0000000000000392,2017-05-30 05:25:46,fc000105220bb0001a
0000000000000395,2017-05-30 08:36:29,fc000105230b8d521c
0000000000000395,2017-05-30 08:36:32,fc000105230b8d521c
0000000000000392,2017-05-31 05:25:41,fc000105220bb0001a
0000000000000392,2017-05-31 05:25:44,fc000105220bb0001a
0000000000000395,2017-05-31 06:14:39,fc000105020b8f0021
0000000000000395,2017-05-31 06:15:04,fc000105020b850022
0000000000000395,2017-05-31 06:15:07,fc000105020b850022
0000000000000395,2017-05-31 06:15:28,fc000105020b8f0022
0000000000000395,2017-05-31 06:15:32,fc000105020b8f0022
0000000000000395,2017-05-31 06:15:49,fc000105220b9f001f
0000000000000395,2017-05-31 06:15:52,fc000105220b9f001f
0000000000000395,2017-05-31 06:17:21,fc000105020b990023
0000000000000395,2017-05-31 06:17:25,fc000105020b990023
0000000000000395,2017-05-31 06:17:42,fc000105220b93001f
0000000000000395,2017-05-31 06:17:45,fc000105220b93001f
0000000000000395,2017-05-31 06:18:19,fc000105020b930023
0000000000000395,2017-05-31 06:18:22,fc000105020b930023
0000000000000395,2017-05-31 06:18:39,fc000105220b710020
0000000000000395,2017-05-31 06:18:42,fc000105220b710020
0000000000000395,2017-05-31 06:19:20,fc000105020b7dff24
0000000000000395,2017-05-31 06:19:24,fc000105020b7dff24
0000000000000395,2017-05-31 06:19:41,fc000105220b870020
0000000000000395,2017-05-31 06:19:44,fc000105220b870020
0000000000000395,2017-05-31 06:21:12,fc000105020b7f0024
0000000000000395,2017-05-31 06:21:15,fc000105020b7f0024
0000000000000395,2017-05-31 06:21:20,fc000105020b790024
0000000000000395,2017-05-31 06:21:23,fc000105020b790024
0000000000000395,2017-05-31 06:21:40,fc000105220b970020
0000000000000395,2017-05-31 06:21:43,fc000105220b970020
0000000000000395,2017-05-31 07:24:08,fc000105210b9bff1e
0000000000000395,2017-05-31 07:24:11,fc000105210b9bff1e
0000000000000392,2017-06-01 05:25:39,fc000105220b9f0019
0000000000000392,2017-06-01 05:25:43,fc000105220b9f0019
0000000000000395,2017-06-01 06:21:19,fc000105230b9dff1c
0000000000000395,2017-06-01 06:21:22,fc000105230b9dff1c
0000000000000392,2017-06-02 05:25:38,fc000105220bb00019
0000000000000392,2017-06-02 05:25:41,fc000105220bb00019
0000000000000395,2017-06-02 06:21:17,fc000105230b99ff1d
0000000000000395,2017-06-02 06:21:20,fc000105230b99ff1d
0000000000000392,2017-06-03 05:25:44,fc000105220bb40019
0000000000000392,2017-06-03 05:25:48,fc000105220bb40019
0000000000000395,2017-06-03 06:21:16,fc000105230b8dff1d
0000000000000395,2017-06-03 06:21:19,fc000105230b8dff1d
0000000000000392,2017-06-04 05:25:43,fc000105220ba6001a
0000000000000392,2017-06-04 05:25:46,fc000105220ba6001a
0000000000000395,2017-06-04 06:21:14,fc000105230ba1ff1c
0000000000000395,2017-06-04 06:21:17,fc000105230ba1ff1c
0000000000000395,2017-06-04 07:02:12,fc000105200b9f001c
0000000000000395,2017-06-04 07:02:15,fc000105200b9f001c
0000000000000392,2017-06-05 05:25:41,fc000105220bba0018
0000000000000395,2017-06-05 06:21:21,fc000105220b9f0a1d
0000000000000395,2017-06-05 06:21:24,fc000105220b9f0a1d
0000000000000395,2017-06-05 10:50:25,fc000105210ba5ff1d
0000000000000395,2017-06-05 10:50:28,fc000105210ba5ff1d
0000000000000395,2017-06-06 04:23:57,fc000105020b7d0020
0000000000000395,2017-06-06 04:24:00,fc000105020b7d0020
0000000000000395,2017-06-06 04:24:09,fc000105020b870021
0000000000000395,2017-06-06 04:24:17,fc000105020bae0021
0000000000000395,2017-06-06 04:24:20,fc000105020bae0021
0000000000000395,2017-06-06 04:24:32,fc000105020b990022
0000000000000395,2017-06-06 04:24:35,fc000105020b990022
0000000000000395,2017-06-06 04:24:49,fc000105020b870022
0000000000000395,2017-06-06 04:24:52,fc000105020b870022
0000000000000395,2017-06-06 04:24:57,fc000105020b810022
0000000000000395,2017-06-06 04:25:15,fc000105020b910022
0000000000000395,2017-06-06 04:25:18,fc000105020b910022
0000000000000395,2017-06-06 04:25:31,fc000105020b810023
0000000000000395,2017-06-06 04:25:40,fc000105020b930023
0000000000000395,2017-06-06 04:25:43,fc000105020b930023
0000000000000395,2017-06-06 04:25:56,fc000105020b910023
0000000000000395,2017-06-06 04:26:00,fc000105020b910023
0000000000000395,2017-06-06 04:26:13,fc000105020b9b0023
0000000000000395,2017-06-06 04:26:16,fc000105020b9b0023
0000000000000395,2017-06-06 04:26:33,fc000105220b8f001f
0000000000000395,2017-06-06 04:26:36,fc000105220b8f001f
0000000000000395,2017-06-06 04:33:43,fc000105210b9b221e
0000000000000395,2017-06-06 04:33:46,fc000105210b9b221e
0000000000000392,2017-06-06 05:25:40,fc000105220bb00019
0000000000000392,2017-06-06 05:25:43,fc000105220bb00019
0000000000000395,2017-06-06 05:29:26,fc000105020b9f0021
0000000000000395,2017-06-06 05:34:08,fc000105020b930022
0000000000000395,2017-06-06 05:34:11,fc000105020b930022
0000000000000395,2017-06-06 05:34:20,fc000105020b930022
0000000000000395,2017-06-06 05:34:24,fc000105020b930022
0000000000000395,2017-06-06 05:34:38,fc000105020b790023
0000000000000395,2017-06-06 05:34:41,fc000105020b790023
0000000000000395,2017-06-06 05:34:56,fc000105020b9b0023
0000000000000395,2017-06-06 05:35:00,fc000105020b9b0023
0000000000000395,2017-06-06 05:35:14,fc000105020b850024
0000000000000395,2017-06-06 05:35:35,fc000105020b8f0024
0000000000000395,2017-06-06 05:35:39,fc000105020b8f0024
0000000000000395,2017-06-06 05:36:02,fc000105020b830024
0000000000000395,2017-06-06 05:36:15,fc000105020b770025
0000000000000395,2017-06-06 05:36:18,fc000105020b770025
0000000000000395,2017-06-06 05:36:35,fc000105220b8f0021
0000000000000395,2017-06-06 05:36:38,fc000105220b8f0021
0000000000000395,2017-06-06 05:37:06,fc000105020b830025
0000000000000395,2017-06-06 05:37:09,fc000105020b830025
0000000000000395,2017-06-06 05:37:29,fc000105020b8f0026
0000000000000395,2017-06-06 05:37:33,fc000105020b8f0026
0000000000000395,2017-06-06 05:37:50,fc000105220b710022
0000000000000395,2017-06-06 05:37:53,fc000105220b710022
0000000000000395,2017-06-06 05:38:05,fc000105210b715922
0000000000000395,2017-06-06 05:38:09,fc000105210b715922
0000000000000395,2017-06-06 05:38:19,fc000105020b8b0026
0000000000000395,2017-06-06 05:38:25,fc000105020b8d0026
0000000000000395,2017-06-06 05:38:28,fc000105020b8d0026
0000000000000395,2017-06-06 05:38:45,fc000105220b710022
0000000000000395,2017-06-06 05:38:48,fc000105220b710022
0000000000000395,2017-06-06 05:39:04,fc000105020b7d0027
0000000000000395,2017-06-06 05:39:07,fc000105020b7d0027
0000000000000395,2017-06-06 05:39:20,fc000105020b6f0027
0000000000000395,2017-06-06 05:39:23,fc000105020b6f0027
0000000000000395,2017-06-06 05:39:30,fc000105020b690027
0000000000000395,2017-06-06 05:39:33,fc000105020b690027
0000000000000395,2017-06-06 05:39:59,fc000105020b510027
0000000000000395,2017-06-06 05:40:02,fc000105020b510027
0000000000000395,2017-06-06 05:40:16,fc000105020b6f0028
0000000000000395,2017-06-06 05:40:19,fc000105020b6f0028
0000000000000395,2017-06-06 05:40:36,fc000105220b810024
0000000000000395,2017-06-06 05:40:39,fc000105220b810024
0000000000000395,2017-06-06 05:40:48,fc000105020b6f0028
0000000000000395,2017-06-06 05:40:51,fc000105020b6f0028
0000000000000395,2017-06-06 05:41:08,fc000105220b650024
0000000000000395,2017-06-06 05:41:11,fc000105220b650024
0000000000000395,2017-06-06 05:41:45,fc000105020b6f0028
0000000000000395,2017-06-06 05:41:53,fc000105020b770028
0000000000000395,2017-06-06 05:42:10,fc000105020b6f0028
0000000000000395,2017-06-06 05:42:48,fc000105020b790028
0000000000000395,2017-06-06 05:42:51,fc000105020b790028
0000000000000395,2017-06-06 05:43:05,fc000105020b770028
0000000000000395,2017-06-06 05:43:08,fc000105020b770028
0000000000000395,2017-06-06 05:43:25,fc000105220b710024
0000000000000395,2017-06-06 05:43:28,fc000105220b710024
0000000000000395,2017-06-06 05:44:29,fc000105020b7d0328
0000000000000395,2017-06-06 05:44:32,fc000105020b7d0328
0000000000000395,2017-06-06 05:44:53,fc000105020b6b0028
0000000000000395,2017-06-06 05:44:57,fc000105020b6b0028
0000000000000395,2017-06-06 05:45:05,fc000105020b6f0029
0000000000000395,2017-06-06 05:45:08,fc000105020b6f0029
0000000000000395,2017-06-06 05:45:25,fc000105220b5f0025
0000000000000395,2017-06-06 05:45:29,fc000105220b5f0025
0000000000000395,2017-06-06 05:51:14,fc000105210b533b22
0000000000000392,2017-06-07 05:25:38,fc000105220ba10018
0000000000000392,2017-06-07 05:25:41,fc000105220ba10018
0000000000000395,2017-06-07 06:49:22,fc000105020b850022
0000000000000395,2017-06-07 06:49:52,fc000105020b770022
0000000000000395,2017-06-07 06:49:59,fc000105020b850022
0000000000000395,2017-06-07 06:50:36,fc000105020b810022
0000000000000395,2017-06-07 06:51:28,fc000105020b8b0022
0000000000000395,2017-06-07 06:51:31,fc000105020b8b0022
0000000000000395,2017-06-07 06:51:53,fc000105020b870022
0000000000000395,2017-06-07 06:51:56,fc000105020b870022
0000000000000395,2017-06-07 06:52:37,fc000105020b7f0023
0000000000000395,2017-06-07 06:54:16,fc000105220b9d001f
0000000000000395,2017-06-07 07:04:02,fc000105020b910023
0000000000000395,2017-06-07 07:04:06,fc000105020b910023
0000000000000395,2017-06-07 07:04:23,fc000105220b91001f
0000000000000395,2017-06-07 07:04:26,fc000105220b91001f
0000000000000395,2017-06-07 07:22:09,fc000105020b9d0022
0000000000000395,2017-06-07 07:22:12,fc000105020b9d0022
0000000000000395,2017-06-07 07:22:29,fc000105220b77001f
0000000000000395,2017-06-07 07:22:32,fc000105220b77001f
0000000000000395,2017-06-07 07:30:03,fc000105210b91221e
0000000000000395,2017-06-07 07:30:06,fc000105210b91221e
0000000000000395,2017-06-07 07:30:12,fc000105200b7f001e
0000000000000395,2017-06-07 07:30:15,fc000105200b7f001e
0000000000000395,2017-06-07 07:40:42,fc000105210b8f1b1e
0000000000000395,2017-06-07 07:40:45,fc000105210b8f1b1e
0000000000000395,2017-06-07 07:52:27,fc000105200b930d1e
0000000000000395,2017-06-07 07:55:21,fc000105210b7d2f1e
0000000000000395,2017-06-07 07:55:24,fc000105210b7d2f1e
0000000000000395,2017-06-07 08:02:21,fc000105200b9f021e
0000000000000395,2017-06-07 08:02:24,fc000105200b9f021e
0000000000000395,2017-06-07 08:14:45,fc000105210b97191e
0000000000000395,2017-06-07 08:14:48,fc000105210b97191e
0000000000000395,2017-06-07 08:16:45,fc000105200b93021e
0000000000000395,2017-06-07 08:16:48,fc000105200b93021e
0000000000000395,2017-06-08 02:16:47,fc000105210ba5401c
0000000000000395,2017-06-08 02:16:50,fc000105210ba5401c
0000000000000395,2017-06-08 02:17:05,fc000105200ba6121d
0000000000000395,2017-06-08 02:17:08,fc000105200ba6121d
0000000000000395,2017-06-08 02:28:47,fc000105210bae231d
0000000000000395,2017-06-08 02:28:50,fc000105210bae231d
0000000000000395,2017-06-08 02:29:44,fc000105200b8f121d
0000000000000395,2017-06-08 02:29:47,fc000105200b8f121d
0000000000000395,2017-06-08 02:33:35,fc000105210baaff1e
0000000000000395,2017-06-08 02:33:38,fc000105210baaff1e
0000000000000395,2017-06-08 02:34:14,fc000105200ba6121e
0000000000000395,2017-06-08 02:34:17,fc000105200ba6121e
0000000000000395,2017-06-08 02:36:56,fc000105210ba65a1e
0000000000000395,2017-06-08 02:36:59,fc000105210ba65a1e
0000000000000395,2017-06-08 02:38:29,fc000105200ba6111e
0000000000000395,2017-06-08 02:38:32,fc000105200ba6111e
0000000000000395,2017-06-08 02:51:08,fc000105210b9f8d1f
0000000000000395,2017-06-08 02:51:11,fc000105210b9f8d1f
0000000000000395,2017-06-08 02:51:26,fc000105200b930c1f
0000000000000395,2017-06-08 02:51:29,fc000105200b930c1f
0000000000000395,2017-06-08 02:52:20,fc000105210bae2b1f
0000000000000395,2017-06-08 02:52:23,fc000105210bae2b1f
0000000000000395,2017-06-08 02:53:08,fc000105200b8f0d1f
0000000000000395,2017-06-08 02:53:11,fc000105200b8f0d1f
0000000000000395,2017-06-08 03:01:08,fc000105210b9f441f
0000000000000395,2017-06-08 03:01:11,fc000105210b9f441f
0000000000000395,2017-06-08 03:01:26,fc000105200b990a1f
0000000000000395,2017-06-08 03:01:29,fc000105200b990a1f
0000000000000395,2017-06-08 03:04:20,fc000105210b9d111f
0000000000000395,2017-06-08 03:04:23,fc000105210b9d111f
0000000000000395,2017-06-08 03:04:59,fc000105200b910a1f
0000000000000395,2017-06-08 03:05:02,fc000105200b910a1f
0000000000000395,2017-06-08 03:05:20,fc000105210b9d2a1f
0000000000000395,2017-06-08 03:05:23,fc000105210b9d2a1f
0000000000000395,2017-06-08 03:05:38,fc000105200b8b091f
0000000000000395,2017-06-08 03:05:41,fc000105200b8b091f
0000000000000395,2017-06-08 03:07:17,fc000105210b974e1f
0000000000000395,2017-06-08 03:07:20,fc000105210b974e1f
0000000000000395,2017-06-08 03:07:35,fc000105200b95091f
0000000000000395,2017-06-08 03:07:38,fc000105200b95091f
0000000000000395,2017-06-08 03:12:11,fc000105210ba3141f
0000000000000395,2017-06-08 03:12:14,fc000105210ba3141f
0000000000000395,2017-06-08 03:12:16,fc000105200b890c20
0000000000000395,2017-06-08 03:12:19,fc000105200b890c20
0000000000000395,2017-06-08 03:20:26,fc000105210b8f701f
0000000000000395,2017-06-08 03:20:29,fc000105210b8f701f
0000000000000395,2017-06-08 03:20:38,fc000105200baa081f
0000000000000395,2017-06-08 03:20:41,fc000105200baa081f
0000000000000395,2017-06-08 03:33:17,fc000105210b9f541f
0000000000000395,2017-06-08 03:33:20,fc000105210b9f541f
0000000000000395,2017-06-08 03:33:38,fc000105200b77081f
0000000000000395,2017-06-08 03:33:41,fc000105200b77081f
0000000000000395,2017-06-08 03:36:44,fc000105210b99251f
0000000000000395,2017-06-08 03:36:47,fc000105210b99251f
0000000000000395,2017-06-08 03:37:05,fc000105200bae0a1f
0000000000000395,2017-06-08 03:37:08,fc000105200bae0a1f
0000000000000395,2017-06-08 03:40:14,fc000105210b9b1b1f
0000000000000395,2017-06-08 03:40:17,fc000105210b9b1b1f
0000000000000395,2017-06-08 03:40:32,fc000105200b8f121f
0000000000000395,2017-06-08 03:40:35,fc000105200b8f121f
0000000000000395,2017-06-08 03:50:14,fc000105210b93411f
0000000000000395,2017-06-08 03:50:17,fc000105210b93411f
0000000000000395,2017-06-08 03:50:23,fc000105200b9f071f
0000000000000395,2017-06-08 03:50:26,fc000105200b9f071f
0000000000000395,2017-06-08 04:47:47,fc000105210b991f1d
0000000000000395,2017-06-08 04:47:51,fc000105210b991f1d
0000000000000395,2017-06-08 04:59:38,fc000105200b9b071d
0000000000000395,2017-06-08 04:59:42,fc000105200b9b071d
0000000000000392,2017-06-08 05:30:08,fc000105220bb00019
0000000000000392,2017-06-08 05:30:11,fc000105220bb00019
0000000000000395,2017-06-08 05:37:50,fc000105210b9d2d1d
0000000000000395,2017-06-08 05:37:54,fc000105210b9d2d1d
0000000000000395,2017-06-08 05:38:05,fc000105200b9f041d
0000000000000395,2017-06-08 05:38:09,fc000105200b9f041d
